SL. No.,State/UT,District,Murder,Attempt to Commit Murder,C.H. Not Amounting to Murder,Rape,Kidnapping & Abduction Total,Kidnapping & Abduction Of Women & Girls,Kidnapping & Abduction Of Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Other IPC Crimes,Total Cognizable Crimes Under IPC
15,Madhya Pradesh,Guna,62,54,3,92,17,15,2,10,13,50,415,712,96,16,25,0,2563,4128
16,Madhya Pradesh,Gwalior,94,90,15,61,28,22,6,6,10,60,453,1069,128,20,62,2,4100,6198
17,Madhya Pradesh,Hoshangabad,56,73,1,73,22,22,0,1,2,33,302,416,67,8,20,0,2136,3210
18,Madhya Pradesh,Indore,102,198,0,40,35,35,0,7,0,127,1009,2781,142,41,94,0,6755,11331
19,Madhya Pradesh,Jabalpur,121,219,28,92,33,32,1,4,3,148,893,1309,90,23,81,2,5279,8325
20,Madhya Pradesh,Jhabua,194,181,1,37,115,115,0,7,0,45,297,493,99,7,11,0,2073,3560
21,Madhya Pradesh,Khandwa,41,35,6,41,23,21,2,4,1,23,327,564,50,13,34,0,1741,2903
22,Madhya Pradesh,Khargon,68,67,9,73,35,35,0,2,5,45,363,1164,100,12,33,0,4189,6165
23,Madhya Pradesh,Mandla,45,39,3,42,17,17,0,1,1,15,212,167,14,16,30,0,1442,2044
24,Madhya Pradesh,Mandsaur,49,61,7,53,23,21,2,1,2,21,731,1098,146,45,17,4,2220,4478
25,Madhya Pradesh,Muraina,68,106,0,47,44,29,15,6,8,61,283,683,115,15,12,0,3192,4640
26,Madhya Pradesh,Narasinghpur,47,36,9,62,13,13,0,1,2,24,158,267,30,5,15,0,1445,2114
27,Madhya Pradesh,Panna,21,19,0,21,11,7,4,3,2,14,132,90,30,5,16,0,865,1229
28,Madhya Pradesh,Raigarh,80,35,7,45,20,19,1,11,4,20,271,356,68,3,22,2,1392,2336
29,Madhya Pradesh,Raipur,109,94,9,137,41,39,2,14,2,97,1159,1832,288,37,107,10,5483,9419
30,Madhya Pradesh,Raisen,41,40,0,52,12,12,0,2,1,19,167,292,32,15,21,0,1493,2187
31,Madhya Pradesh,Rajgarh,35,78,2,62,17,16,1,9,4,48,229,460,96,11,9,1,1863,2924
32,Madhya Pradesh,Rajnandgaon,46,31,0,71,8,8,0,5,1,42,396,464,48,10,49,0,1603,2774
33,Madhya Pradesh,Ratlam,46,63,0,42,26,16,10,0,3,37,258,641,50,13,35,0,2016,3230
34,Madhya Pradesh,Riwa,51,41,11,44,12,10,2,3,6,34,549,464,76,11,16,0,2043,3361
35,Madhya Pradesh,Sagar,70,90,0,94,11,9,2,4,4,42,361,440,74,10,19,1,3116,4336
36,Madhya Pradesh,Sarguja,136,105,1,105,23,23,0,17,1,156,1007,781,162,12,34,0,2308,4848
37,Madhya Pradesh,Satna,54,39,12,39,5,5,0,8,5,42,425,514,57,6,20,1,1975,3202
38,Madhya Pradesh,Shahdol,58,32,3,41,20,20,0,2,5,19,484,508,45,8,15,1,2158,3399
39,Madhya Pradesh,Shajapur,61,54,0,52,10,4,6,7,0,30,276,534,98,10,27,1,1306,2466
40,Madhya Pradesh,Shivpuri,49,49,1,59,28,23,5,9,2,58,296,366,75,2,13,0,2124,3131
41,Madhya Pradesh,Sidhi,42,18,1,23,5,5,0,7,5,24,409,376,65,7,19,0,1320,2321
42,Madhya Pradesh,Sihore,33,25,2,57,23,23,0,1,2,15,212,467,90,13,16,1,1757,2714
43,Madhya Pradesh,Sivni,49,21,3,27,10,10,0,0,1,10,187,200,19,2,5,0,1312,1846
44,Madhya Pradesh,Tikamgarh,42,18,0,51,1,10,1,5,5,12,132,222,28,4,7,0,1427,1964
45,Madhya Pradesh,Ujjain,83,122,3,52,51,46,5,1,2,110,814,1505,126,35,59,14,3060,6037
46,Madhya Pradesh,Vidisha,47,55,2,56,9,8,1,6,2,26,137,344,52,13,17,0,1738,2504
47,Madhya Pradesh,Bhopal Rly.,6,8,0,1,1,1,0,1,0,19,14,772,12,4,9,1,272,1120
48,Madhya Pradesh,Indore Rly.,4,2,3,3,0,0,0,0,0,6,3,174,18,0,1,0,152,366
49,Madhya Pradesh,Jabalpur Rly.,3,2,0,1,3,3,0,3,0,13,10,323,4,0,6,0,110,478
50,Madhya Pradesh,Raipur Rly.,2,1,0,4,1,1,0,0,0,10,7,331,3,13,1,0,142,515
51,Madhya Pradesh,Total,3250,3091,192,2658,1092,996,96,260,135,2198,18834,32184,3772,669,1407,61,109955,179758
1,Maharashtra,Ahmednagar,93,51,2,35,15,13,2,35,1,99,430,1236,185,47,71,11,2829,5140
2,Maharashtra,Akola,56,60,0,33,45,39,6,12,1,79,619,2058,141,49,96,39,4034,7322
3,Maharashtra,Amravati,93,45,1,74,78,15,63,20,2,112,1031,3209,81,62,117,9,3661,8595
4,Maharashtra,Aurangabad Commr.,28,9,0,12,18,13,5,4,0,28,300,539,78,37,30,2,980,2065
5,Maharashtra,Aurangabad Rural,49,21,0,11,12,10,2,25,1,54,256,523,123,9,15,4,1866,2969
6,Maharashtra,Beed,77,53,1,14,36,35,1,69,4,128,435,888,321,26,50,9,2770,4881
7,Maharashtra,Bhandara,61,36,1,56,18,18,0,16,0,35,342,766,35,18,51,9,2413,3857
8,Maharashtra,Bombay Commr.,687,354,7,131,220,104,116,117,39,824,2855,13470,772,559,1054,152,14446,35687
9,Maharashtra,Buldhana,51,39,0,35,25,6,19,9,0,42,291,1213,83,37,52,6,2507,4390
10,Maharashtra,Chandrapur,57,23,4,62,30,18,12,9,2,53,348,885,72,36,61,0,2487,4129
11,Maharashtra,Dhule,89,33,4,26,18,12,6,39,0,53,367,1011,167,52,48,1,2059,3967
12,Maharashtra,Gadchiroli,41,26,0,23,14,0,14,6,1,24,99,158,27,16,27,4,823,1289
13,Maharashtra,Jalgaon,104,66,0,20,21,17,4,16,1,77,385,1017,88,74,77,8,2423,4377
14,Maharashtra,Jalna,41,26,0,8,23,18,5,13,5,67,257,603,71,8,23,1,1742,2888
15,Maharashtra,Kolhapur,79,32,17,14,32,22,10,9,0,38,313,740,196,51,58,16,1573,3168
16,Maharashtra,Latur,49,25,0,5,30,24,6,18,0,42,223,469,137,20,28,0,1697,2743
17,Maharashtra,Nagpur Commr.,110,55,3,53,71,59,12,6,3,348,915,3452,124,121,225,8,4545,10039
18,Maharashtra,Nagpur Rural,86,50,0,50,35,31,4,22,0,71,453,1501,234,34,39,0,3251,5826
19,Maharashtra,Nanded,91,59,1,28,36,27,9,61,4,146,535,1117,189,40,35,0,2644,4986
20,Maharashtra,Nasik Commr.,18,14,0,5,9,6,3,2,0,14,188,455,35,20,56,1,854,1671
21,Maharashtra,Nasik Rural,94,35,1,25,15,10,5,20,0,51,359,712,149,65,41,14,3677,5258
22,Maharashtra,Osmanabad,42,22,0,14,18,18,0,26,3,47,290,677,135,21,22,5,1327,2649
23,Maharashtra,Parbhani,68,50,0,18,24,20,4,25,1,111,316,696,110,26,35,0,2700,4180
24,Maharashtra,Pune Commr.,71,68,3,47,58,36,22,6,2,124,898,2692,85,70,246,17,5438,825
25,Maharashtra,Pune Rural,103,27,11,36,15,9,6,21,1,80,404,764,93,37,22,8,2004,3626
26,Maharashtra,Raigad,60,17,3,11,6,3,3,16,0,33,152,274,96,25,16,2,1170,1881
27,Maharashtra,Ratnagiri,30,12,0,17,4,4,0,5,0,12,187,273,72,21,19,7,777,1436
28,Maharashtra,Sangli,74,22,1,19,14,8,6,11,0,29,314,770,85,66,51,0,1647,3103
29,Maharashtra,Satara,54,29,31,28,15,6,9,15,0,27,297,557,78,29,72,2,2350,3584
30,Maharashtra,Sindhudurg,15,6,2,7,12,10,2,4,0,8,204,183,46,17,11,2,606,1123
31,Maharashtra,Solapur Commr.,14,11,4,9,12,9,3,4,0,22,143,421,11,20,39,6,923,1639
32,Maharashtra,Solapur Rural,96,28,32,24,11,6,5,21,8,56,185,380,122,21,20,6,1860,2870
33,Maharashtra,Thane Commr.,142,69,2,53,76,49,27,33,5,165,1150,1862,327,104,150,4,2674,6816
34,Maharashtra,ThaneRural,144,29,16,46,24,1,23,44,5,74,469,626,150,44,31,3,2192,3897
35,Maharashtra,Wardha,51,27,1,36,30,30,0,7,0,53,332,983,73,17,37,5,1490,3142
36,Maharashtra,Yavatmal,72,41,1,52,30,30,0,13,0,58,438,1359,67,33,69,2,2876,5111
37,Maharashtra,Bombay Rly.,21,11,0,6,2,1,1,1,0,44,3,2015,14,26,32,2,161,2338
38,Maharashtra,Nagpur Rly.,9,3,0,1,2,1,1,6,0,27,6,866,14,7,11,1,135,1088
39,Maharashtra,Pune Rly.,13,2,1,1,4,2,2,8,0,33,2,827,6,9,8,1,119,1034
40,Maharashtra,Total,3133,1586,150,1145,1158,740,418,794,89,3388,16791,52247,4892,1974,3145,367,93730,184589
1,Manipur,Bishnupur,12,2,1,1,9,8,1,1,0,3,6,27,4,2,5,0,208,281
2,Manipur,Chandel,24,7,0,0,9,0,9,6,0,4,6,9,1,1,5,1,13,86
3,Manipur,Churachandpur,16,13,0,2,3,1,2,4,0,3,7,17,11,0,2,1,53,132
4,Manipur,Imphal,127,65,2,0,54,43,11,9,0,24,55,123,59,5,44,13,626,1206
5,Manipur,Senapati,53,38,0,0,15,2,13,7,0,1,5,18,11,1,3,1,113,266
6,Manipur,Tamenglong,16,0,0,0,2,0,2,6,0,6,3,5,6,0,1,0,46,91
7,Manipur,Thoubal,38,7,0,5,29,23,6,3,0,7,12,56,15,0,23,5,225,425
8,Manipur,Ukhrul,33,12,0,0,2,0,2,12,0,2,3,12,5,1,0,3,52,137
9,Manipur,Total,319,144,3,8,123,77,46,48,0,50,97,267,112,10,83,24,1336,2624
1,Meghalaya,Garo Hills East,0,0,0,0,1,1,0,4,0,5,15,32,7,1,0,0,33,98
2,Meghalaya,Garo Hills South,3,0,0,1,1,0,1,5,0,1,4,18,2,0,0,1,14,50
3,Meghalaya,Garo Hills West,7,1,2,3,5,1,4,15,0,11,68,141,32,0,5,3,195,488
4,Meghalaya,Jaintia Hills,29,2,0,2,3,0,3,12,0,6,13,34,1,1,3,1,81,188
5,Meghalaya,Khasi Hills East,38,21,0,7,10,6,4,28,0,33,104,232,7,3,19,6,267,775
6,Meghalaya,Khasi Hills West,15,0,0,4,6,0,6,6,0,5,7,20,7,0,1,2,18,91
7,Meghalaya,Ri-Bhoi,14,1,0,2,1,0,1,7,0,9,8,44,0,2,3,0,82,173
8,Meghalaya,Total,106,25,2,19,27,8,19,77,0,70,219,521,56,7,31,13,690,1863
1,Mizoram,Aizawl,22,7,2,29,4,0,4,3,0,9,198,473,2,18,53,6,300,1126
2,Mizoram,Chhimtuipui,12,2,0,6,1,0,1,1,0,1,25,16,0,0,4,0,135,203
3,Mizoram,Lunglei,5,2,0,5,2,0,2,0,0,1,16,55,1,3,4,0,42,136
4,Mizoram,Total,39,11,2,40,7,0,7,4,0,11,239,544,3,21,61,6,477,1465
1,Nagaland,Dimapur,37,7,0,1,17,7,10,16,0,108,82,142,8,7,7,12,150,594
2,Nagaland,Kiphire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Nagaland,Kohima,11,9,0,2,7,2,5,12,0,20,44,51,2,13,2,9,82,264
4,Nagaland,Mokokchung,4,2,0,0,3,3,0,6,0,9,14,17,0,1,3,0,37,96
5,Nagaland,Mon,14,4,0,1,7,0,7,6,0,9,21,23,6,2,2,2,55,152
6,Nagaland,Peren,11,0,0,0,3,0,3,0,0,1,3,3,2,0,2,1,15,41
7,Nagaland,Phek,2,2,0,0,2,0,2,1,0,4,11,25,2,2,1,1,36,89
8,Nagaland,Tuensang,10,1,0,0,3,1,2,3,0,7,27,12,2,3,5,1,46,120
9,Nagaland,Workha,10,1,0,2,0,0,0,3,0,0,6,35,1,0,2,1,49,110
10,Nagaland,Zunheboto,5,4,0,2,1,0,1,2,0,4,15,19,2,2,5,1,18,80
11,Nagaland,Total,104,30,0,8,43,13,30,49,0,162,223,327,25,30,29,28,488,1546
1,Orissa,Angul,27,26,1,8,7,7,0,11,0,19,165,315,36,11,7,0,907,1540
2,Orissa,Balasore,21,26,1,24,50,50,0,15,0,29,275,629,83,14,16,0,1728,2911
3,Orissa,Baragarh,18,19,3,8,5,5,0,5,0,11,118,199,71,11,6,0,778,1252
4,Orissa,Berhampur,15,45,2,4,7,7,0,6,0,27,159,275,44,15,8,0,751,1358
5,Orissa,Bhadrak,5,28,1,11,12,12,0,15,0,25,177,177,82,15,9,0,933,1490
6,Orissa,Bhubaneswar,33,75,5,16,66,66,0,30,0,121,628,1652,108,87,71,5,2891,5788
7,Orissa,Bolangir,22,27,3,17,6,6,0,5,0,17,141,195,53,3,18,0,791,1298
8,Orissa,Cuttack,40,131,5,29,43,43,0,35,0,150,530,1365,110,67,62,0,2546,5113
9,Orissa,Dhenkanal,26,38,9,6,11,11,0,10,0,21,93,226,81,10,9,1,1152,1693
10,Orissa,Gajapati,11,9,2,3,7,7,0,5,0,5,34,71,31,4,9,0,289,480
11,Orissa,Ganjam,40,62,9,11,10,10,0,13,0,32,135,266,112,9,7,0,1156,1802
12,Orissa,jagatsinghpur,13,32,6,14,21,21,0,9,0,39,123,211,31,11,4,0,1120,1634
13,Orissa,Jajpur,10,36,8,7,20,20,0,18,0,30,154,237,123,11,16,1,1226,1897
14,Orissa,Kalahandi,24,10,2,3,9,9,0,5,0,16,74,167,72,23,9,0,710,1124
15,Orissa,Kendrapara,15,29,5,8,15,15,0,6,0,24,14,287,30,3,5,0,630,1071
16,Orissa,Keonjhar,56,35,4,18,12,12,0,4,0,16,102,229,35,16,10,0,1104,1641
17,Orissa,Koraput,48,46,3,21,3,3,0,11,0,55,228,355,107,20,24,0,1021,1942
18,Orissa,Malkangir,34,15,1,13,2,2,0,3,0,7,43,50,32,3,0,2,260,465
19,Orissa,Mayurbhanj,67,26,4,64,29,29,0,16,0,34,222,403,65,26,13,0,1380,2349
20,Orissa,Nayagarh,18,3,0,6,8,8,0,17,0,22,69,175,41,0,3,0,592,954
21,Orissa,Nowrangpur,11,11,2,10,9,9,0,7,0,8,84,123,51,11,7,0,565,899
22,Orissa,Nuapada,4,4,0,3,4,4,0,1,0,10,28,62,17,8,10,0,325,476
23,Orissa,Phulbani,25,7,1,19,7,7,0,2,0,28,68,149,32,10,15,0,1215,1578
24,Orissa,Puri,19,71,10,14,25,25,0,11,0,32,259,419,87,21,33,1,1624,2626
25,Orissa,Rayagada,34,15,0,13,3,3,0,6,0,26,50,232,77,12,6,0,399,873
26,Orissa,Rourkela,20,32,2,9,10,10,0,1,0,35,164,290,82,14,33,2,834,1528
27,Orissa,Sambalpur,53,60,4,21,20,20,0,23,0,71,334,620,127,23,18,0,1649,3023
28,Orissa,Sonepur,6,3,0,5,3,3,0,4,0,8,53,84,74,1,1,0,313,555
29,Orissa,Sundargarh,99,39,8,16,5,5,0,11,0,25,138,240,30,9,6,0,836,1462
30,Orissa,SRP(Cuttack),3,2,0,4,1,1,0,2,0,9,15,156,9,0,6,0,83,290
31,Orissa,SRP(Rourkela),4,1,0,0,2,2,0,0,0,5,22,313,8,2,3,0,77,437
32,Orissa,Total,821,963,101,405,432,432,0,307,0,957,4699,10172,1941,470,444,12,29885,51609
1,Punjab,Amritsar,39,38,0,5,8,2,6,2,3,10,76,107,1,13,53,1,250,606
2,Punjab,Barnala,21,35,4,3,2,1,1,0,0,0,4,14,0,6,5,0,103,197
3,Punjab,Batala,26,38,4,3,6,6,0,0,0,0,12,18,0,6,7,0,102,222
4,Punjab,Bhatinda,40,44,8,7,8,5,3,0,0,1,45,34,0,9,19,1,218,434
5,Punjab,Faridkot,62,82,7,3,8,4,4,1,0,1,55,53,3,23,7,0,303,608
6,Punjab,Fatehgarh Sahib,18,18,0,0,2,1,1,0,0,2,15,22,0,1,7,0,185,270
7,Punjab,Ferozepur,70,33,11,4,17,4,13,0,0,0,49,76,2,14,39,0,378,693
8,Punjab,Gurdaspur,16,24,4,5,8,6,2,0,0,1,55,59,0,4,12,0,226,414
9,Punjab,Hoshiarpur,33,26,5,5,9,6,3,5,1,0,61,37,0,2,10,0,317,511
10,Punjab,Jagraon,29,68,4,4,4,3,1,0,1,1,17,13,3,0,7,0,143,294
11,Punjab,Jalandhar,89,49,9,16,44,32,12,4,3,14,164,200,1,7,43,0,565,1208
12,Punjab,Kapurthala,14,35,1,6,5,1,4,0,0,1,34,32,0,4,4,0,165,301
13,Punjab,Khanna,12,28,0,2,3,2,1,0,1,1,20,17,0,2,2,0,126,214
14,Punjab,Ludhiana,35,40,5,4,13,9,4,1,7,4,102,136,1,12,12,4,378,754
15,Punjab,Majitha,27,44,4,3,0,0,0,0,0,0,11,14,0,3,2,0,98,206
16,Punjab,Mansa,23,28,3,2,7,3,4,0,0,0,14,10,1,5,9,0,97,199
17,Punjab,Patiala,47,50,30,9,19,7,12,0,2,5,104,104,0,17,36,6,547,976
18,Punjab,Ropar,20,28,7,2,15,6,9,0,0,0,60,76,0,0,22,4,336,570
19,Punjab,Sangrur,37,85,4,2,5,2,3,0,0,0,26,26,0,2,16,2,185,390
20,Punjab,Tarn Taran,44,74,2,5,6,2,4,0,0,3,15,21,0,5,16,0,187,378
21,Punjab,Total,702,867,112,90,189,102,87,13,18,44,939,1069,12,135,328,18,4909,9445
1,Rajasthan,Ajmer,48,79,17,25,124,124,0,1,0,40,299,515,527,45,258,13,2514,4505
2,Rajasthan,Alwar,64,20,3,41,98,78,20,8,2,61,449,961,1382,35,279,6,3081,6490
3,Rajasthan,Banswara,48,41,1,72,96,91,5,5,0,40,189,150,622,23,49,11,2337,3684
4,Rajasthan,Baran,46,75,1,44,68,68,0,3,0,47,224,281,261,18,83,1,1563,2715
5,Rajasthan,Barmer,21,7,5,17,19,15,4,2,0,38,135,238,155,13,85,12,1357,2104
6,Rajasthan,Bharatpur,85,24,2,27,102,82,20,8,10,47,258,716,899,19,161,3,2880,5241
7,Rajasthan,Bhilwara,25,21,3,37,179,179,0,4,0,34,290,500,713,47,272,1,2632,4758
8,Rajasthan,Bikaner,38,72,2,29,40,40,0,0,0,8,169,415,156,13,137,11,2333,3423
9,Rajasthan,Bundi,33,137,0,36,71,63,8,0,0,42,156,261,299,25,89,0,1651,2800
10,Rajasthan,Chittorgarh,47,43,6,52,215,206,9,5,0,59,490,665,804,29,206,10,3403,6034
11,Rajasthan,Churu,30,42,0,34,20,12,8,0,0,10,109,188,273,22,112,7,1453,2300
12,Rajasthan,Dausa,28,20,0,14,39,14,25,0,1,11,132,290,858,12,65,0,1073,2543
13,Rajasthan,Dholpur,60,56,2,14,79,57,22,8,3,18,137,311,745,13,39,2,1490,2977
14,Rajasthan,Dungarpur,28,25,2,20,45,45,0,3,0,21,135,123,201,19,35,2,1380,2039
15,Rajasthan,Ganganagar,146,176,7,68,88,72,16,3,0,33,425,576,340,95,438,3,5413,7811
16,Rajasthan,Jaipur,112,48,6,40,230,196,34,4,0,98,887,2598,2562,182,603,78,7007,14455
17,Rajasthan,Jaisalmer,4,9,0,7,6,6,0,3,0,13,48,118,90,11,14,0,409,732
18,Rajasthan,Jalore,22,28,0,6,28,20,8,0,0,26,77,138,147,25,53,16,1580,2146
19,Rajasthan,Jhalawar,50,96,0,53,79,79,0,6,0,40,230,253,312,17,55,2,1437,2630
20,Rajasthan,Jhunjhunu,44,0,6,9,19,9,10,1,0,10,139,286,538,6,67,12,1582,2719
21,Rajasthan,Jodhpur,45,73,1,31,79,64,15,0,0,62,360,789,499,60,292,5,3131,5427
22,Rajasthan,Kota,59,220,4,51,167,167,0,6,0,49,528,871,402,53,284,10,3086,5790
23,Rajasthan,Nagaur,48,17,0,16,27,27,0,0,0,26,126,300,399,8,103,5,2266,3341
24,Rajasthan,Pali,40,12,4,8,54,54,0,2,0,22,158,220,331,27,130,12,2225,3245
25,Rajasthan,Rajsanand,26,0,0,10,70,70,0,1,0,12,125,168,248,19,71,4,1539,2293
26,Rajasthan,Sawal Madhopur,65,62,7,39,109,109,0,4,0,31,312,541,1412,14,172,5,2168,4941
27,Rajasthan,Sikar,50,13,13,19,31,15,16,2,0,22,203,379,1025,23,116,9,1476,3381
28,Rajasthan,Sirohi,17,10,3,13,36,36,0,1,0,16,115,132,179,20,42,7,1423,2014
29,Rajasthan,Tonk,15,46,4,33,53,53,0,2,0,13,134,300,569,14,85,4,1747,3019
30,Rajasthan,Udaipur,59,36,3,27,99,99,0,7,0,70,510,494,697,40,150,21,2503,4716
31,Rajasthan,G.R.P,3,7,0,1,2,1,1,1,0,19,2,485,23,4,7,2,271,827
32,Rajasthan,Total,1406,1515,102,893,2372,2151,221,90,169,1038,7551,14262,17668,951,4552,274,68410,121100
1,Sikkam,East,11,3,2,4,3,3,0,1,0,8,62,84,24,3,7,0,196,408
2,Sikkam,North,0,0,0,0,0,0,0,0,0,0,2,14,1,1,0,0,28,46
3,Sikkam,South,0,0,0,2,0,0,0,1,0,1,27,17,13,2,2,0,91,156
4,Sikkam,West,1,0,1,1,1,1,0,1,0,0,6,9,4,0,1,0,27,52
5,Sikkam,Total,12,3,3,7,4,4,0,3,0,9,97,124,42,6,10,0,342,662
1,Tamil Nadu,Chengai MGR (East),82,68,1,12,58,58,0,16,0,31,494,1498,403,27,73,0,5080,7843
2,Tamil Nadu,Chengai MGR (West),51,22,2,12,66,66,0,7,0,10,274,953,359,7,22,3,5389,7177
3,Tamil Nadu,Chidambaranar,84,89,0,10,15,15,0,1,0,20,290,496,712,5,20,6,2428,4176
4,Tamil Nadu,Coimbatore Rural,63,31,0,6,13,13,0,23,0,27,319,1056,499,24,19,9,3051,5140
5,Tamil Nadu,Coimbatore Urban,16,24,0,0,10,8,2,3,0,21,263,1163,235,18,50,73,1370,3246
6,Tamil Nadu,Cuddalore,66,74,0,12,29,23,6,1,0,6,252,792,249,20,7,0,4646,6154
7,Tamil Nadu,Dharmapuri,77,30,0,6,31,31,0,22,0,14,246,590,248,15,22,6,2605,3912
8,Tamil Nadu,Dindigal Anna,51,39,3,13,37,37,0,6,0,15,317,694,96,14,20,4,3286,4595
9,Tamil Nadu,Kamarajar,58,45,0,7,21,17,4,0,0,10,162,529,191,8,11,11,2399,3452
10,Tamil Nadu,Kanyakummari,47,60,3,10,22,22,0,4,0,5,269,307,307,3,22,22,2782,3863
11,Tamil Nadu,Madras,100,265,3,17,12,12,0,1,0,71,530,4393,118,263,368,107,2688,8936
12,Tamil Nadu,Madurai Rural,78,70,2,22,56,56,0,5,0,23,400,822,855,26,29,13,3714,6115
13,Tamil Nadu,Madurai Urban,26,20,0,4,21,21,0,0,0,24,181,871,109,13,44,106,1516,2935
14,Tamil Nadu,N.A. Ambedkar,62,30,3,6,26,26,0,9,0,10,370,939,605,22,62,29,2987,5160
15,Tamil Nadu,Nagai Quaid-e-milleth,72,64,1,7,38,36,2,0,0,5,190,729,179,11,16,5,4617,5934
16,Tamil Nadu,Pasumpon M. Thevar,27,36,0,9,29,26,3,3,0,7,147,280,209,15,26,2,1928,2718
17,Tamil Nadu,Periyar,68,57,0,3,18,18,0,9,0,13,223,885,138,14,34,14,3359,4835
18,Tamil Nadu,Pudukottai,28,22,1,5,29,29,0,2,0,5,107,285,208,4,17,1,1586,2300
19,Tamil Nadu,Ramnathapuram,41,45,2,7,28,28,0,1,0,7,134,196,289,16,12,2,1919,2699
20,Tamil Nadu,Salem,137,99,2,4,53,53,0,21,0,34,453,1190,544,2,45,10,2377,4971
21,Tamil Nadu,T.V.M. Sambuvarayar,54,25,0,7,22,22,0,1,0,8,142,561,525,4,31,4,1701,3085
22,Tamil Nadu,Thanjavur,69,80,0,10,18,18,0,2,0,5,185,711,216,4,41,34,3349,4724
23,Tamil Nadu,The Nilgiris,14,7,0,4,0,0,0,1,0,3,150,158,69,0,1,6,1401,1814
24,Tamil Nadu,Tin. Katttaboman,81,82,3,20,47,47,0,1,0,24,341,659,166,23,18,9,4187,5661
25,Tamil Nadu,Trichy,101,78,0,10,36,36,0,6,0,8,320,1121,191,30,59,72,5090,7122
26,Tamil Nadu,Villupuram,77,104,2,20,39,39,0,7,0,5,182,647,575,28,32,6,4486,6210
27,Tamil Nadu,Madras Rly.,0,4,0,1,0,0,0,3,0,5,3,377,29,5,4,0,216,647
28,Tamil Nadu,Trichy Rly.,0,1,0,0,0,0,0,0,0,0,1,73,15,0,2,0,138,230
29,Tamil Nadu,Total,1630,1571,28,244,774,757,17,155,0,416,6945,22975,8339,621,1107,554,80295,125654
1,Tripura,North,59,42,0,16,28,17,11,62,2,81,142,195,95,7,3,1,628,1361
2,Tripura,South,65,23,0,13,23,16,7,87,0,130,117,145,126,6,2,0,443,1180
3,Tripura,West,313,29,0,40,50,28,22,57,2,81,261,573,219,7,9,0,1175,2634
4,Tripura,Total,255,94,0,69,101,61,40,206,4,292,520,913,440,20,14,1,2246,5175
1,Uttar Pradesh,Agra,179,152,26,46,130,94,36,65,7,161,666,1345,345,155,208,5,2618,6108
2,Uttar Pradesh,Aligarh,349,265,24,47,155,106,49,79,5,196,435,1123,343,91,90,2,2303,5507
3,Uttar Pradesh,Allahabad,398,499,55,34,125,110,15,42,3,303,669,1599,374,162,195,35,3886,8379
4,Uttar Pradesh,Almora,7,15,2,5,7,0,7,2,0,20,100,87,35,8,15,1,201,505
5,Uttar Pradesh,Azamgarh,112,116,35,14,30,23,7,30,2,82,223,340,135,36,39,1,1143,2338
6,Uttar Pradesh,Badaun,311,274,89,43,139,51,88,17,1,135,167,859,134,70,52,1,1543,3835
7,Uttar Pradesh,Bahraich,113,78,17,23,58,46,12,37,11,83,333,491,141,39,47,0,1002,2473
8,Uttar Pradesh,Ballia,60,45,13,9,23,20,3,17,5,18,175,314,136,30,26,1,856,1728
9,Uttar Pradesh,Banda,175,109,39,37,48,18,30,37,3,127,344,390,185,31,53,2,1289,2869
10,Uttar Pradesh,Barabanki,149,107,9,24,54,51,3,21,4,103,264,506,99,68,16,1,1207,2632
11,Uttar Pradesh,Bareily,338,263,49,48,155,51,104,33,55,175,464,1290,150,92,113,1,2017,5243
12,Uttar Pradesh,Basti,80,57,19,26,33,0,33,23,2,54,214,344,141,40,32,4,1142,2211
13,Uttar Pradesh,Bijnor,196,172,31,41,92,70,22,23,4,104,179,576,188,62,105,2,1522,3297
14,Uttar Pradesh,Bulandshahar,414,319,51,67,155,98,57,74,1,270,532,1054,374,90,58,9,1938,5406
15,Uttar Pradesh,Chamoli,7,5,1,1,3,3,0,0,0,3,45,57,15,8,4,0,91,240
16,Uttar Pradesh,Dehradun,66,43,23,17,52,43,9,7,1,46,258,483,107,37,46,0,731,1917
17,Uttar Pradesh,Deoria,148,136,30,19,48,48,0,58,19,100,407,601,190,62,39,1,1526,3384
18,Uttar Pradesh,Etah,292,309,19,33,86,31,55,34,0,82,168,425,180,44,58,0,1446,3176
19,Uttar Pradesh,Etawah,199,130,11,42,100,81,19,30,2,126,219,507,235,71,82,11,2077,3842
20,Uttar Pradesh,Faizabad,172,192,29,27,74,47,27,117,17,158,455,796,210,125,47,5,1641,4065
21,Uttar Pradesh,Fathegarh,297,242,29,32,135,53,82,22,0,90,368,574,186,47,63,0,1768,3853
22,Uttar Pradesh,Fatehpur,148,66,51,9,21,16,5,7,0,16,117,188,38,21,20,0,903,1605
23,Uttar Pradesh,Ferozabad,150,85,28,19,70,34,36,10,8,51,119,334,107,41,36,0,1163,2221
24,Uttar Pradesh,Ghaziabad,391,399,9,72,154,84,70,47,10,358,680,2143,293,158,130,14,2442,7300
25,Uttar Pradesh,Ghazipur,69,58,21,11,27,27,0,17,1,25,220,357,113,13,15,0,925,1872
26,Uttar Pradesh,Gonda,142,119,18,30,60,51,9,16,7,58,320,511,104,43,49,2,1530,3009
